text	label
아캄 제작사	0
뽕르시 ㅋㅋㅋ	0
히오스형에 처한다	0
설현 진짜 예쁘구나	0
뜨사주지말고 데파 주세요 ㅎㅎ	0
민노총공돌이 새끼들아 안사새끼야	1
그게 뭔데 씹덕아	1
유쾌한 언덕 ㅋㅋㅋ	0
ㅋㅋㅋㅋ그래 차라리 뛰어가는거보다 자존심버리고 걸어가는게 서로 낫다	0
공산주의는 망해서 없어진것임	0
이제 4월이면 법을 제정하는 국회의원 선거가 있습니다	0
배려왕 멋쟁이	0
ㅈㄹ 가난이 죄냐? 기다려주는 것도 필요하다 세상사는게 그렇다 어린새끼라그런지 좆도모르는거같은데 너처럼살면 칼맞어	1
트레이닝복 존나 개념없다고 깐거네 ㅋㅋ	1
강다니엘만 믿고 갑니다 언제나 응원할게요	0
넘모해	0
자살인가? 힘든세월을 보내신거 같네요	0
레이드가 복잡한게 문제지 총쏘는 재미는 쩔어	0
취향맞으면 ㄹㅇ 초갓겜일듯	0
저 사람이 어떤 길이 편한 길인지 모르겠냐?	0
뭐저런 골빈 ㄴ이 다있냐 ㅋㅋㅋ 저런게 학원강사라고? 애들이 불쌍	1
셰프 좋아하네	0
따악 화산이었으면 천베인데하필 따알이네	0
근데 ㅋㅋㅋㅋ	0
벌레네 ㅋㅋㅋ	0
어차피 그건 인과관계가 입증 되지도 않을듯그냥 쇼ㅋㅋ	0
얘넨 뭔 듣보잡 그룹이냐	1
교회놈인감??/	0
얘 보면 추자현한테 한 말만 생각나 ㅉㅉ	0
17년도 데뷔조 사진찾아보세요 3명임	0
남자인데 낭궁민 팬됨.	0
너 자빠뜨려줄 여자 미국에 없어 임마 입국해	0
소용없지ㅋㅋㅋㅋ	0
야동을많이본놈이 올렸네 ㅋ	0
김정훈으로 버닝썬 덮기는 너무하지않나	0
ㄹㅇ 지들이 쓴 소설대로 간거아님?ㅋㅋㅋㅋ	0
골반,엉덩이 보형물은 시발 존나 이상할듯 기본적으로 골반은 뼈인데	1
이날의 MVP는 김정남이었다ㅋㅋㅋ	0
다처음에는 이여자 아니면 안될꺼같지ㅋㅋㅋ	0
그만큼 검찰의 사법권한이 약해지는거고 반대로 경찰은 상당히 재량권이 강화된거임	0
요즘 기자들 사이에서 단독이 유행인가봄ㅋㅋ	0
야바위 ㅋㅋㅋㅋ	0
장나라 연기 미쳤다	0
Yg가 좋은 회사가 아닌듯	0
남잔데 18살 연하랑 결혼하고싶다 ^^	0
아예 할줄 모르는데?	0
시간참빨라..ㅎㅎ혜정이 파이팅~	0
<<<시공매물 예정	0
롤체 롤 발로란트 ㄱㄱㄱ	0
사회가 에러네	0
돌 ㅋㅋㅋ	0
솔직히 유아 진짜 개존못인데 왜자꾸나옴	1
저렇게 쫓아다니는건 좀 아닌것같다.ㅠ	0
이제부터 장지환 벗기기 시작	0
좀비 아냐?	0
이렇게 다 타먹었는데 결혼지원금 30만원 짜리 있었는데	0
이효리씨글쎄나이도어린데 아줌마가됐네요말하는게	0
그만나와 또해머	0
돌아가십쇼 형님	0
나는 문재인이 임기를 채우지 못할걸로 보임	0
드디어 3080 써먹을 때가 왔나?	0
이뻐라 머리리본귀욤 서현응원해	0
마인으로 터친것도 모르는눈친데	0
남는건 하나 .. 정해인의 발견	0
그래서 어디서만나는데	0
존나 잘함 파브레가스 마티치 라인 343 콘동님 시절에 애들 다 쓸어먹음전반기 한정임 근데 ㅋㅋㅋ후반기에는 너무 힘들어하는게 보였음 ㅋㅋ	1
리얼 쉐도우복싱 ㅇㅂ	0
저거 유튜버들 다 찍었어 선동 ㅁㅈㅎ	0
가오는 다잡고 하는짓은 yan a chi	1
근데 르블랑상대로 CS왜저럼?	0
꼴에 얼굴은 존나 따졌네	1
저기ㅋㅋㅋ 합기도 일본껀데요	0
요즘애들한테 옥상 뛰어다닌썰 풀면 틀딱취급 받겠노	1
아이유 비호감	1
백4블러드 ㅋㅋㅋ 지금 동접 6000이였는데	0
ㅋㅋ 좌빨들 만선이겠구나 홍어가 만선이에요 만선	1
와 씹고수 ㅋㅋㅋ	1
역시박찬열멋있오ㅠㅠㅠㅠ못하는게뭐냐ㅠㅠㅠㅠ	0
연예계 통수모임인가	0
인게임이야? 아님 시네마틱이야?	0
이게 뭐지? 이해 안되는데	0
마법처녀 씹 ㅋㅋㅋ	1
변태같다는데 왜 좋아하냐 ㅋㅋ	0
못생김	0
오정연 독한 년이네	1
저거 키아나 처음하느	0
정승같이 쓸줄아는 분이시군요.멋지십니다.	0
이것이 핵전쟁인가.. .무섭군	0
팬티꼬쟁이	0
쪽바리 만화 보러 가느라 애썼~나베	1
시험합격하면 꼭 본다! 내년에..ㅋㅋ	0
도선생님 하잉	0
제발좀 잡아가두자~~	0
마음에 들게 바꾸세요 ㅡㅡㅡ	0
이승원해설을 모셨네 ㄷㄷ	0
해머가 존나쎄고 나머진 쓰레기	1
와 풍월량이 없네;;	0
가오좀 그만잡고 군대나 가세요 검머외아저씨	1
저런 부모 실제. 있습니다	0
구해줘 홈즈 방송 나가고 집 값 더 오를듯	0
드븐 조아따	0
지구가 가라 앉으면 돼	0
다시 복귀해야	0
유행어 되겠어 진짜	0
더뉴파사트가 가성비갑임 소나타k5에비비는크기의 전륜세단에 신차가3050으로뿌려서 1년된차 2천800안으로살수있음 이력없고완전무사고 주행거리만안팍 지금600할인중인 어코드인가캠리 3천초반에신차가능하고	0
오락실은 진짜 자기가 유지 보수 다 할 줄알아야 해서 넘 빡시다던데	0
시스템을 짜야한다는 건 누구라도 알고 있는 뻔한 답에 지나지 않는데도 저 개새끼가 꾸역꾸역 반복하는 것은 다음 명제를 위한거다	1
너무달고	0
일풍이네	0
나도 턱수염 레이저제모 3회에 30인가 했는데1회하고서 한동안 안가다가 보니까병원없어짐ㅋㅋㅋㅋㄱㅋㄱㄱ	0
부산말서 폭풍 웃김 ㅋ	0
연기나 잘하고 이슈 되던가 시발	1
힘들다고 휴직계를 내도 그 업무가 돌아간다는게 바로 그만큼 쓸모없는 공무원들이 많다는 것 아니냐?	0
둘다실망스럽군 그래서 잘만났네	0
http://wwwilbecom/view/11226094274	0
이쁜얼굴이였네	0
정상 딱 이생각듬	0
윤조이랑 무뉴뉴랑 1대1 했어야했네 ㅋㅋㅋ	0
난 친일티비 아직도 있다는게 당혹스럽다	0
미세스고 군밤 먹고 기운차리셔	0
나쁜 부모가 자식들 앞길을 막아버리네..	0
왜 까면 안됨? 지금 조선시대임?	0
큰쾅년들짤보고 안도하노ㅋㅋㅋㅋ거울안보냐	1
7등급 이하는 ㄹㅇ 자기손을 용접하지 절대 일 못함	0
애초에 이길 생각 없었음 ㅋㅋ 평소같이 롤체나 하죠	0
온디 다시 만나고파요ㅠㅠ	0
절대 쉽게 성공할수업다	0
내려오는게 아군인줄 알았데요	0
신천지 니들이 반격하면 할수록	0
양파 승리	0
빰빠바바밤 빠바바밤 빠바밤 빠바밤 빰 빠바바밤 퓨슝퓨슝퓨슝	0
아무말 대잔치 이건 사년전에 본 단언데 아직도 쓰는새끼가 있냐,,, 니 에미에비가 쓰디? 아 뒤졌냐 ㅋㅋㅋㅋ ㅈㅅ ㅎㅎ	1
헐 배역이 바뀌다니	0
니애미 김정은 후장빨이년 ㅋㅋㅋㅋ	1
앞머리 좀 자르던가 ㅅㅂ	1
아 그래 나도 차라리 투표장 안가려고	0
GD TOP 대성 승리 한번씩 문제 일으키네	0
너무기다렸어요	0
60년대 갬성;	0
하니 빼고 제작진,출연자 다 좋게 안보이네	0
비위좋노 게이야 취존한다이기	1
심시티 개잣ㄴ했네	0
조물주가 있다면 모든걸 다준 유일한 남자ㅎ	0
아비터만 봐도 이득	0
기술협력도 해보겠다고 나대다가 미국에게 경고 처먹고 버로우 탔던 게 한국 놈들임	1
졸커 ㅋㅋ	0
됐구요~~~ ㅋㅋ	0
이병신은 그랜저는 풀옵 33 비교하고 3시리즈는 2천깡통을들이미네 이씨빨썅년이	1
제발 콘돔 좀 사용합시다	0
기부라한국인들이 진심이 있었을까 ㅋㅋ	0
사실상도르	0
슬슬 정부 씹고, 대구가 잘해서 극복했다는 니우스 뿌리가 ㅎㅎㅎ	1
또그러네 ㅋㅋㅋ	0
형 아스타르테스 한번 봤음 좋겠다	0
전투가 별로없는겜	0
근데 그웬은 방플 맞긴했음	0
김동진오야붕ㅜㅜ	0
오작교입니다	0
짱신ㅋㅋㅋ	0
근데 한편 찍어서 여러편으로 편집해서 내는 경우도 많지 않음?	0
동구 우쭈쭈 이유영 눈동자 목소리 넘이뻐요	0
이유비는 뭘해도 비호감	1
누가 커버 와주는줄ㅋㅋ	0
화사 하니 예쁘네요	0
알아서 자정능력이잇었는데	0
부모가 되어보니 이글을 읽을수가없습니다ㅠㅠ	0
박보검 순풍산부인과 미달이보다 2살 어림	0
@청풍호지기	0
미개한 유럽짱개들	1
전챗 왜 없앴어 ㅋㅋㅋ	0
유소영 이쁜데...	0
일간한국당	0
어이구 ㅋㅋㅋ 그래서 니 능력은 뭐니?	0
영화네 그냥 ㄷㄷ	0
비호감 바글바글하네	0
나 닮아서 안이뻐서 다행	0
와 폴가이즈 스킨	0
설리 개썅마이웨이 응원해	1
오나1홀도 애1무 잘해주면 물 나온다 함 해보라ㅏ	1
먼가 먼가임...	0
잘가라 멀리 안나간다	0
베댓모임ㅋㅋㅋ2016년사진이라고	0
개 병신 새끼들이 잘해주면 자기 아래로 보고 어떻게든 더 뜯어먹을려고 함진짜 개병신 종특 시발 ㅋㅋ	1
아싸 또 1빠네 ㅋㅋㅋ	0
하네	0
이제 중국이나 일본 이미지가 영~~~	0
그거 아저씨가 나중이 다시 맛있다고 실토하심 ㅋㅋ	0
와 삼형자가 해냇다	0
여기 페미,맘충들 정모하냐?	1
누가 뭐라고 했나 혼자 설래발 치노.	1
50초짜리로 퉁치면 안 되지이이이이잉	0
미친년인데 ㅋㅋ	1
솔직히 나도 성적 수치심 느꼈음	0
<--- 더럽긴 해	0
저렇게 큰소리칠수있는 이유가 있겠지요.	0
야비한놈일쎄 ? 떳떳한데 왜 연락을 했을까?	0
원조는.서준서언.글구.사랑이징...최고네요	0
코코코 코지마	0
그거 필리핀에서도 봤고 발리에서도봤음 발리에선 배에서 내려서 수영으로 해변까지가는데 그 절벽보다 멀리서 내림 그래서 바닥안보이는곳에서부터 수영시작해서 갑자기얕아지는데까지 맨몸으로 수영해서가는데 스릴 ㅆㅅㅌㅊ	1
apm50 뭐임 ㅋㅋ	0
얘두 은근히 끈질기게 진상짓하더라	0
본인이아니래?그럼누구냐?~~^^	0
중견기업의 경우도 사장이 야심이 있는 곳이면 대기업 못지않게 바쁜데 걍 대기업 1차 벤더로 안주하는 곳은 업무강도가 대기업보다 낮고	0
유갈비 닮은 딸 존나 웃기겠다 ㅋㅋㅋㅋ	1
뭔 씨발 망신만 주구장창 당하네	1
또 개씹창내서 마무리 한거야 ㅋㅋㅋㅋ	1
혼자살고. 그만좀나와	0
와 미친 프롬나 유리구두..대박ㅋㅋ	0
위로 15살 지려;	0
혹시 목이 길어지나 저 npc	0
니가 이야기하는 것은 건전한 토론을 하는 반대의견 제시자고	0
신천지 봉쇄 안하기,	0
내릴때 교통카드 꼭 찍고	0
주예지가 진정성있는 사과를 하려면 이런 애랑 결혼해줘야 한다	0
강다니엘 신중하고 속도 깊고 괜찮다이상형	0
소돼지는 지금쯤 줄서서 먹겠지 ㅋㅋㅋ	0
빵에서 후장 파열로 뒤질놈임 ㅋㅋㅋㅋ	1
왜까는거냐..? 그냥 하고 싶어서?	0
쟤 누가뽑았냐	0
뭉게뭉게 열매 ㅋㅋㅋ	0
rts 근본 sf근본	0
이뿌다 헤헤 구하라 흥해라 흥!	0
돈받은 여자도 나쁜데	0
캠리 하브 25 가격 = 그랜저 하브 25 가격	0
ㄹㅇㅋㅋ 파카가 플토였으면	0
ㅇㅇ 절대 할게못됨 하고나서 허공에 잔상보임	0
역쉬 섹쉬	1
슨상님ㅠㅠㅠ	0
24키로 뺏는데도 저렇게 뚱뚱해?ㅎㄷㄷ	1
간장계란밥 같은건가	0
토스가 불리하다 도레미 마켓	0
난 내가 코작다고 생각하는데 가족이나 친구들 다 코 크다고 그러더라	0
A조랑 붙으면 스타또 ㅈㄴ 빡셀건데	1
중고가 미쳤던ㄷ니ㅣ	0
그래 애를 생각해서 열심히 살아야지	0
태권더박	0
제발 부탁인데 외국여자랑 해매력적인 스시녀가 있는데 왜 자꾸 한녀에 빠지냐 한녀들이 스시남 좋아하는거 봤냐? 빨리 스시녀 대량 입국 허용해라	1
노친네들 지하철타면 노친네냄새난다 저리꺼져라	1
그건심하긴했어	0
나래씨 분장하지마요 건강에 안좋아요	0
서플 터렛 벙커서플 터렛 벙커 서플 터렛 벙커 서플 터렛 벙커 서플 터렛 벙커 서플 터렛 벙커 서플 터렛 벙커	0
일어나면 다시 걷어 차이겠지	0
아 왜. 지민이를 왜? !	0
보집물 맛보고 싶다	1
은도링 커여워	0
밑에 뭐라고 쓴거냐옵빠이X라세떼 구다사이	0
어제 봤어요 어제 처음봤어요	0
리틀 이윤지	0
같이 꾸미는거 아님?	0
못생긴애한테 못생겼다 놀리는데요?	0
아 녹는다녹아	0
저수준들만 나오니 손승연이 질수가있나	0
23년 ㅋㅋㅋ	0
오늘도 여자에 미친 일게이들 ㅁㅈㅎ	1
ㅈㄹ 듣보 ㄲㅈㄹ 진짜	1
제발 집행유예로 끝나지말기를	0
완전 기대~~^^소재도 잼 있겠고~~^^	0
간다잖아 뭐가 억울해서 빼액들인지 군무새들아	1
돈많은 도련님 잘 들으세요 세상에는 다 그에 맞는 물건이 있어요	0
근데 찍어도 7등급 나오기 힘들다던데어케 해야 7등급 나오냐 ㅋㅋ씨발 그것도 대단하다	1
너무 잼있었어요.마지막 포옹이라도 하시지ㅜㅜ	0
드론 3개놀기 ㅋㅋ	0
14년 유입 주제에 나대서 ㅁㅈㅎ	1
좌파득세하겠네	0
올 가을쯤 되면	0
이글아이?ㅋㅋㅋㅋ딴 따 라	0
왜 약점을 대주냐고 ㅋㅋㅋㅋ	0
거인의 죄가 무었이더냐	0
와꾸는 주관적이긴한데 엑퀴들은 안좋아하더라	0
재미만있드만 별것도 아닌걸로 트집이야	0
게임플레이가 나왔으면 좋겠다	0
모유수유브라질리언왁싱	1
8백만페소면 한화로 얼마인지 밝혀야지	0
도선사도 그냥 대충 주차만 해주면 끝이네? ㅋ	0
찢어벌라??? 벌라??? 딱 말투가 그짝이네 ㅋㅋㅋㅋ	1
체리포도 진짜헷갈리긴해	0
이거 ㅋㅋㅋ	0
걸캅스가 2등ㅋㅋㅋㅋ 한국영화판 수준;;;	1
트리마늘자	0
네이버 =틀딱놀이터 다음 = 좀비놀이터	1
감떨어지셨네	0
penis	1
미세먼지좀해결해주세요..	0
연좌제 없어진지가 언젠데...	0
난 개신굔데 오늘은 카톨릭에 기도해본다 아멘	0
공부 잘하는 애들이 의사 하려는 이유가 사명감이 클까, 이윤추구가 클까?	0
트통령이신 분은 게임을 10년을 넘게 했는데 겜못쓰이심	0
근데 이 가족이 왜 방송하는지 모르겟네.	0
겁나 듬직해 ㅋㅋㅋㅋ	0
니딴게 무슨 형이냐?	0
뱅찬씨vs고수달 가즈아	0
갈리오는 못먹음 ㅋㅋ	0
아줌마는 아가리 여무세요	1
형 몫인가	0
형광등 도둑이네	0
짱개새끼를 존나게 빨아대네	1
나 K2 흑열전차 실제로봤는데 위압감 미쳤음 ㄷㄷ K9 자주포 K2 흑열전차 ㅆㅅㅌㅊ 밀덕되는이유를 알겠더라	1
한때 진짜 재밌게 하긴했었는대	0
탱크 수부터 다르네	0
ㅇㅅㅁ 모하쉔 어디가써	0
연승중이냐 표정이 밝네	0
딜레이라고 ㅄ들아 ㅋㅋㅋ	1
내가 한 착한일이 나의 죄악을 덮어주지 못함	0
게이야 ㅅㅌㅊ들은 어떻게든 다시 재기하고	1
옛날에 댕댕이 2마리랑 냥이 1마리가 집 찾아가는 영화 머나먼 여정이라고 있었는데 그거 배경이 샌프란이어서 한 번 가고 싶었다	0
미스티 계속해서 19금이었다면...	0
언플 엄청 해대네 배우라면 작품으로 들이대라	0
알아듣게 설명하는 회사는 아니니ㅋㅋ	0
잘선택하셨네요 앞날을 응원합니다	0
그깟 토션빔 달고 HD승차감도 못쫒아감	0
거짓말아니고 소방관들 저런거 존나 흔하다내가 입 털어도 몇 명 구속되겠네개방관들 진짜 개새끼들임	1
얘 말하는거 너무 커여웡 입에 내꺼 물리고시펑	1
탈모는 대기업2세도못막는구나ㅋㅋㅋ	0
반성좀 더해라 시기상조다	0
여대생 냉찌꺼기 빨아먹고싶다	1
사진이 잘나온건가 옆에 음메페가 있어서 그런가? 두번째 짤은 베지터 같은데?	0
진짜 이쁘다 ㄷㄷㄷㄷ 엄마랑 완전 똑닮았어!	0
너무 많이 돌고 돌아서 캡쳐 화질 넘 안좋아졌네	0
내가 아는건 그리즈만 에메르송 등등	0
응~ 그래~ 이제 조서 꾸미자?ㅋㅋㅋㅋ	0
김혜수동생아님?	0
진짜 순박한 청년이었는데 ㅋ 기억이 난다	0
이거 맵이 캐리어쓰기 존나좋은맵이긴하네	1
둘이 어떡하니 그냥 불쌍하다!	0
철권 허접들이 왜 잘하는척하지	0
싸이바-팡크 2007	0
댓글 수준하고는...	0
이엘 왜캐 노안처럼 나와..	0
사진 포토샵 떡칠해서 자신감을 얻은건아니고?	0
근데 결국 큰틀에서 못벗어난다	0
성당사진 퍼온 건줄 알았는데 현판같은 거노?	0
모아 동생 생긴거 축하해~	0
라인업 왜이래 ㅋㅋ	0
내가이래서 결혼 안함	0
그거뿐이였지	0
대회의 장지환~!	0
정일우 누난 bts좋아할듯	0
너 화장실로 따라와	0
마지막 한방임 이거 ㅋㅋㅋ	0
봅버맨 ㅋㅋㅋ	0
<<< 도네만 안해도 이겼음 ㅇㅇ;;	0
QE는, 매번 남중국해 온다고 하는데, 왜 진짜로 오지는 않노	0
니말대로 2060년에 휴거가 있을수도 있고	0
뭔가 드레스코듸ㅏ 매치 안되는듯	0
눈 아플텐디	0
완쾌하세요. 이겨내실 거예요. 화이팅.	0
딸이었으면 응원받았을텐데 아들이라서..	0
패드컷	0
대상작품 주제보소ㅋㅋ 역시~~~망비씨ㅋㅋㅋ	1
못생긴 놈이 진지하게 기타 치는데 진짜 꼴보기 싫음	1
난 어버이날 9.000원짜리 화분 사드렸어요	0
ip는 좋아서ㅋㅋ	0
믿고 걸러드리겠습니다.다시는 나오지 마세요	0
군대 가기 전에 군대 존나 두렵잖아	1
쉐리님두 기달리구 계시대려	0
효리가 살렷네 ㅋㅋㅋ	0
연습 안한 결과지 뭐..	0
진짜 주제 모르고 존나 나대네 ㅋㅋ	1
넌 어디살어?	0
음 저..거시기..삼짜?	0
누구는 불법인거 모르고 안하는줄 아나	0
범죄자들이 큰소리치는 개같은나라	1
병원어디냐 손해배상청구해라	0
야숨인데 변신추가된	0
ㄹㅇ?	0
우리는 4k봐봣자 ㅋㅋ	0
이거 재밌게했지..	0
코피노 섀끼 쿨한척 오지네ㅋㅋㅋ	0
지하에 뭔가가 ㅋㅋㅋ	0
너네 여기가 무덤될수있다고	0
에네르기파	0
감우성 연기대상 가즈아아	0
자연스럽게 생길수도 있음 내가 제일증거	0
불편한건 아니? S.e.x scandler	1
소확행이라는게 이런거구나..ㅠ.ㅠ	0
또 이효리....;;; 질리는 조합	0
도란 안파는 스타일 ㅋㅋㅋ	0
돈가스 샤부샤부 라멘 카레 어디서 유레한 음식 이노? ㅋㅋㅋㅋ	0
아ㅋㅌㅋㅋ	0
뭘믿고이렇게까지한다고 생각하냐 ?개표기 , 사전투표	0
성우님 ㅋㅋㅋㅋ	0
기흥휴게소는 마지막 휴게소	0
다른분껄로 재밌게 봤엇는데 ㅋㅋ	0
도쿄시 1년 예산 = 대한민국 전체 예산	0
가세연에도 나오던데 좌빨 강사면 절대 안 나가지	1
아까 그게 제일 작네	0
손이 눈보다 빠른 퀵소희	0
민주당 배재정3587% 무소속 장재원 3752%	0
얼굴도 맘도 예쁩니다	0
당근이쥐!	0
손주은 센세가 떠오르노 ㅋㅋㅋㅋ강의시간에 너 공부 안하면 창녀보다 못한 삶을 살게 될거라는 희대의 발언창녀는 화대라도 받는다고, 공부도 못하고 못생긴 얼굴이면 돈주고 결혼해야 한다고	1
진짜 일뽕글 올라올때 마다 졸라게 웃기네현금이 많아서 살기 좋다니 ㅋㅋㅋㅋ이새끼들 진짜 일본에서 살다온 놈들이냐 ㅋㅋㅋ일본 은행 한번이라도 이용해 봤을까 ㅋㅋㅋ	1
여자측 언플인가..뜬금포네	0
불법 4인디코큐인데	0
존나 무식하고 인간 말종들	1
안목하고는... 에효. 잘 살길...	0
홍고나왔냐 씹새야?	1
요즘은 간호조무사도 저런책 보냐?	0
했다는 거야 안했다는 거야	0
깜놀 ㅋㅋㅋ 드레스입은 사람이 신분줄 ㅋㅋㅋ	0
니새끼가 투표한다고 와닿는게 있냐??	1
이지현기레가 나가서 발로 뛰어	1
빅뱅도 대마빨았는데 너무 차이나는데?	0
다블에스오공일 느낌?	0
문재앙은 승리사건으로 몰이렇게 덮을라고ㅋㅋ	1
신천지교인은 사비로 검사받게 해야합니다	0
이번엔 달라	0
리버다 ㅋㅋ	0
오자비롭군요 mr봉산	0
뇌 다시 냉동고 들어갔네	0
근데 인서울 4년제 기계과 같은 과도 용접하지않냐?	0
그럼 표창원한테는 왜 열들감을 안느껴?	0
캐리어 ㄷㄷ	0
아; 역한데	0
ㅂㅅㅅㄲ 용접이 뭐가 어때서 ㅉㅉ 정신과다녀라	1
모두가 비슷하게 생각해도 입 밖에 내면 안 되는 말이 있는 건데 용접'이나' 하라고 했다면 언어 선택에서 화자 본인의 가치평가가 들어가 있다고 판단해야지 그러면 욕먹어도 싸다 본인이 본인 말에서 용접을 평가절하 했으니까	0
좋ㅇ는데?	0
보살이다 진짜 ㅋㅋㅋㅋ	0
네크로맨스	0
사법부가썩었다~!!!이거 완죤 좌빨씹새들하고 똑같네??진짜 허경영이 답이다	1
폐쇠 ㅁㅈㅎ	1
스마게 상장하면 바로 청약 걸지	0
버린캐릭 맞음 ㅋㅋㅋ	0
확실히 능력이 딸리는 제작진수준	1
특별출연 스팍	0
전두엽에 브로카 영역, 좌반구에 베르키네 영역이 있는데	0
치은우황민현느낌비슷 처음볼때 민현이생각났었음	0
그러니 한국당 지지율이 시궁창이지ㅋ	1
그냥 아닥하고계시지.머리가안좋아	1
숙행도 연애가즈아~~^^형철주리 퐈이팅	0
고현정 왜케 살쪘냐	0
외제차면 ㅇㅈ이지 돈많을듯	0
미안,,그냥 죽어	0
해봤자 씹덕캐릭터가 누군지도 모르는데 왜함 저걸 ㅋㅋ	1
단지내 수영장있는 아파트 관리비 가 비싸더라	0
역시 19금 받을만해 ㄷㄷ;;	0
대도는 한물갔지 누구 대도껄 보냐	0
어우 건들면 발악하는 무서운 아줌마 ㅠㅠ	0
홍현희 땡잡았네~ㅋㅋㅋ얼굴이 돼지상	0
스포 ㅋㅋㅋㅋ	0
니에미 분쇄육 비둘기들이 쪼아먹는중이노 맛잇노 이기 !!	1
뒤에서 박는것 보다 차선 변경 사고가 안전빵이지	0
진짜 보람찼겠다 대기하는보람이 있을듯	0
뭔가 헬창들 모여있으면 근육시너지 이런느낌	0
그래서 그걸 위반했다고해서 법적으로 처벌 받지는 않지요	0
추운 계절 따뜻한 앨범이 되기를	0
아무 죄없는 청소부한테 자식교육 시킨다고 너 공부안하면 저 아저씨처럼 돼 이거랑 같은 경우인데 병신들이 7등급이고 기술이고 머고 헛소리고 ㅋㅋㅋ 저 여자가 틀딱마인드 노동은 천하다 무시하는게 문제지	1
부러우면 뉴욕가서 살든가!	0
그...만...해...	0
짱구 아버지 사립 명문대 와세다 출신	0
개소리 어눌하니까 처 맞는거야샛기야ㅎ	1
예서같은딸 자식아니고괴물같음 미워서못봐주겠네	0
송은이 그냥 가만히 잇어라 설래발 치지말고	0
기안은 착해보여. 잘생기진 않아도.	0
오 듄이다	0
나홀로집에 골룸판 ㅋㅋㅋ	0
아고~간암이라니~쾌유를 빕니다	0
많이 치사하긴함...	0
우스갯소리로 많이하던거니까	0
이수경씨 연기 너무 못하세요 ㅠ	0
아이비 얼굴 무너진것 봐 울퉁불퉁 흘러내린다	0
잼민이는 틀릴 수 있지 ㅋㅋㅋ	1
글고 엤날에 종합 이벤트 경기로 웰터급 3류선수랑 하리랑 붙은적 있는데 하리 그라운드에서 순삭 당했음ㅋㅋ	0
그래서 오늘은 틴트 왜바꿈?	0
its very good	0
신카이 마코토 재일임新海誠한국이름 신해성모르는사람들이 많은거같더라	0
간단하게 말해	0
과대 광고 등으로 집행유예 6개월 먹었잖아	0
싹다 2등급이 한대가냐? 요즘 입시 이상하놐ㅋㅋ	0
삼성전자 부장으로 퇴사했는데 떡볶이 장사한다고?? 말이 됨? 글로벌 초대형 기업 디렉터급 출신이 퇴사했다고 할 일이 그것밖에 없냐 좃나 무능한가보네	1
에고.. 강주은씨 ㅠㅠ 평생을..	0
정다은 휴가비 횡령	0
부모 욕하는 사람은 자식 입장에선 선처하시면 안된다고 봅니다	0
단독이래 ㅋㅋㅋㅋ	0
개소리에 이은 개소리네 ㅋ	1
나도 대학원은 안가서 잘은 몰랐음	0
이미 방송에나왔는데 단골손님들 눈물..	0
캬 명수옹 멋있게 말했네.	0
아니 자살한 사람한테 모이리 호의적이야.	0
아이즈원한테 묻힐듯...	0
솔직히 일반적인 중견,대기업 다니는사람들한테 용접은 저런이미지 맞음나야 주위에 몇명있어서 존중하지만	0
이런 포맷?	0
사실상 데드아일3	0
살뺀다고 다 잘생겨지는건 아니구나..	0
저딴 생각을 하지?	0
기대이상이었음 ㅋㅋ 다음주도 기대되네요ㅎ	0
거 참 상황 머중이스럽네	1
일꾼하나 가둬짐	0
시너지 한칸에 리롤 비용이 너무 들었당	0
언젠간 유미도 알게될거야 ㅋㅋㅋ	0
와 싸이 걍 다받아주네 ㅋㅋㅋㅋ	0
딴색ㅋㅋㅋ	0
오늘 외국에서 오신분 같으시다 ~	0
내 사촌동생이 진짜 머리멍청하고 성실한 편인데 공무원 1년 꾸준하게 하니까 바로 붙음	0
철학=종교	0
작가 시나리오 미쳤다	0
현실이냐 에휴....ㅈㄴ어이없네	1
이런분이 정치를 해야 나라가 산다.	0
강아지 목줄하고 댕기라	0
못할줄 알고 아주 선심쓰듯 말했는데 체결 되버렸네 어떤 표정일지 면상 좀 보고잡네	1
바지 넘 이뻐요	0
그 모델링은 너무하긴 했어	0
ㄹㅇ 나는 걍 깔끔한거 좋아해서 공부하러 갈때 제외하고 꾸밈	0
ㄹㅇ걍보쌈대자시켜먹음 ㅂㅅ들	1
보지만 벌려주면공주 대접 해줄줄 알았나보네	1
양세형때문에 진짜 계속 웃었엌ㅋㅋㅋ	0
큰 누나	0
동물들하고 지내다보니 동물인지 사람인지 가끔 헷갈립니다	0
투표ㅡ가즈아	0
팩트는 저 박사방놈이 일베인게 팩트로 밝혀졌잖아(일베가입 노무현 대통령 조롱 노알라사진등) 한심한 박사모야	1
난 그렇게 봐 분탕들한테 놀아나서 부화뇌동하는 빡대가리도 분탕이라고	1
고등학교 졸업 사진 때 얼굴하고 똑같네	0
축하 해요행복하세요^^	0
아직 확정안된작품들이 더 있어서	0
거짓미투?ㅋㅋ 에효...뭐라는거야..	0
경남 남해쪽 통영, 거제, 남해, 사천 뭐 이런 동네일듯	0
있는건 작네	0
이새끼가 남들 수준 운운하니까 존나웃기네	1
그냥 싫음..노래도 별로...	0
이혼당하냐	0
이래도 블핑 음악듣냐 머저리들아 ㅉㅉ	1
저런게 진짜 동반자가 아닐까?...멋있다.	0
명불허전이지 ㅋㅋ	0
우리나라도 인형나오는겜 하나 만드는데	0
